,Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,usg_pct,ts_pct,ast_pct,season
10435,4843,Maceo Baston,IND,31,82.0,230.0,Michigan,USA,1998,2,58,47,2.9,1.6,0.3,-3.8,0.146,0.714,0.067,2006-07
8475,3405,Maciej Lampe,PHX,19,83.0,240.0,,Poland,2003,2,30,21,4.6,2.1,0.4,-11.8,0.218,0.512,0.069,2003-04
2235,307,Mahmoud Abdul-Rauf,SAC,28,73.0,162.0,Louisiana State,USA,1990,1,3,75,13.7,1.6,2.5,-4.9,0.234,0.524,0.154,1996-97
5779,11674,Malachi Flynn,TOR,23,73.0,175.0,San Diego State,USA,2020,1,29,47,7.5,2.5,2.9,-5.6,0.183,0.484,0.225,2020-21
9657,9168,Malachi Richardson,SAC,21,78.0,205.0,Syracuse,USA,2016,1,22,22,3.6,1.0,0.5,-4.2,0.196,0.517,0.092,2016-17
3907,12747,Malaki Branham,SAS,20,76.0,180.0,Ohio State,USA,2022,1,20,66,10.2,2.7,1.9,-11.1,0.188,0.524,0.112,2022-23
515,11675,Malcolm Brogdon,IND,28,77.0,229.0,Virginia,USA,2016,2,36,56,21.2,5.3,5.9,-0.5,0.257,0.561,0.271,2020-21
6830,9595,Malcolm Delaney,ATL,29,75.0,190.0,Virginia Tech,USA,,Undrafted,Undrafted,54,6.3,1.9,3.0,-4.5,0.166,0.519,0.244,2017-18
9457,12127,Malcolm Hill,CHI,26,78.0,220.0,Illinois,USA,,Undrafted,Undrafted,19,3.8,1.8,0.4,-7.3,0.118,0.619,0.05,2021-22
8198,7516,Malcolm Lee,MIN,23,77.0,200.0,UCLA,USA,2011,2,43,16,4.9,2.4,1.3,2.1,0.145,0.46,0.111,2012-13
9768,10616,Malcolm Miller,TOR,26,79.0,210.0,Holy Cross,USA,,Undrafted,Undrafted,10,3.5,0.5,0.1,-4.7,0.18,0.63,0.024,2018-19
10777,8177,Malcolm Thomas,PHI,26,81.0,225.0,San Diego State,USA,,Undrafted,Undrafted,17,2.6,3.3,0.4,-28.1,0.127,0.492,0.065,2014-15
4228,2725,Malik Allen,MIA,25,82.0,255.0,Villanova,USA,,Undrafted,Undrafted,80,9.6,5.3,0.7,-8.3,0.198,0.455,0.042,2002-03
772,11684,Malik Beasley,MIN,24,76.0,187.0,Florida State,USA,2016,1,19,37,19.6,4.4,2.4,-7.2,0.235,0.57,0.114,2020-21
12076,12147,Malik Fitts,BOS,24,77.0,230.0,,USA,,Undrafted,Undrafted,15,1.4,1.1,0.3,-16.3,0.139,0.553,0.125,2021-22
9960,5626,Malik Hairston,SAS,22,78.0,220.0,Oregon,USA,2008,2,48,15,3.3,1.9,0.9,-0.3,0.189,0.48,0.14,2008-09
2233,12148,Malik Monk,LAL,24,75.0,200.0,Kentucky,USA,2017,1,11,76,13.8,3.4,2.9,0.3,0.195,0.597,0.144,2021-22
5377,12149,Malik Newman,CLE,25,75.0,190.0,Kansas,USA,2018,Undrafted,Undrafted,1,8.0,1.0,1.0,8.3,0.438,0.68,1.0,2021-22
3742,2724,Malik Rose,SAS,28,79.0,255.0,Drexel,USA,1996,2,44,79,10.4,6.4,1.6,6.3,0.223,0.538,0.112,2002-03
2308,309,Malik Sealy,LAC,27,80.0,200.0,St. John's (NY),USA,1992,1,14,80,13.5,3.0,2.1,-8.0,0.222,0.504,0.114,1996-97
8880,12150,Mamadi Diakite,OKC,25,81.0,228.0,Virginia,Guinea,,Undrafted,Undrafted,13,4.3,4.5,0.2,-3.2,0.136,0.54,0.018,2021-22
7546,2723,Mamadou N'diaye,TOR,28,84.0,255.0,Auburn,Senegal,2000,1,26,22,5.5,3.7,0.3,-3.2,0.164,0.514,0.031,2002-03
11474,9587,Mangok Mathiang,CHA,25,82.0,230.0,Louisville,Australia,,Undrafted,Undrafted,4,2.0,2.5,0.0,0.1,0.137,0.538,0.0,2017-18
5278,7989,Manny Harris,LAL,24,77.0,185.0,Michigan,USA,,Undrafted,Undrafted,9,8.1,3.8,1.2,-10.9,0.211,0.485,0.104,2013-14
783,5142,Manu Ginobili,SAS,30,78.0,205.0,,Argentina,1999,2,57,74,19.5,4.8,4.5,8.7,0.281,0.612,0.257,2007-08
7994,12706,MarJon Beauchamp,MIL,22,79.0,199.0,,USA,2022,1,24,52,5.1,2.2,0.7,-7.2,0.175,0.513,0.072,2022-23
692,9575,MarShon Brooks,MEM,29,77.0,200.0,Providence,USA,2011,1,25,7,20.1,3.0,3.6,-0.4,0.271,0.629,0.205,2017-18
789,9080,Marc Gasol,MEM,32,85.0,255.0,,Spain,2007,2,48,74,19.5,6.3,4.6,1.4,0.267,0.554,0.246,2016-17
2427,1899,Marc Jackson,GSW,26,82.0,270.0,Temple,USA,1997,2,37,48,13.2,7.5,1.2,-10.2,0.208,0.534,0.071,2000-01
8641,9054,Marcelo Huertas,LAL,33,75.0,200.0,,Brazil,,Undrafted,Undrafted,53,4.5,1.7,3.4,0.1,0.165,0.488,0.327,2015-16
1692,7069,Marcin Gortat,PHX,28,83.0,240.0,,Poland,2005,2,57,66,15.4,10.0,0.9,1.9,0.207,0.578,0.045,2011-12
2901,9581,Marco Belinelli,PHI,32,77.0,210.0,,Italy,2007,1,18,80,12.1,1.9,1.9,-1.4,0.197,0.581,0.115,2017-18
4001,4133,Marcus Banks,MIN,24,74.0,200.0,Nevada-Las Vegas,USA,2003,1,13,58,10.0,2.3,3.8,-4.3,0.202,0.543,0.251,2005-06
9255,310,Marcus Brown,POR,23,75.0,185.0,Murray State,USA,1996,2,46,21,3.9,0.7,1.0,4.0,0.221,0.523,0.169,1996-97
1861,311,Marcus Camby,TOR,23,83.0,220.0,Massachusetts,USA,1996,1,2,63,14.8,6.3,1.5,-1.5,0.241,0.523,0.092,1996-97
12354,6577,Marcus Cousin,UTA,24,83.0,245.0,Houston,USA,,Undrafted,Undrafted,4,1.0,0.8,0.0,-48.9,0.092,0.667,0.0,2010-11
8983,10617,Marcus Derrickson,GSW,23,79.0,249.0,,USA,,Undrafted,Undrafted,11,4.2,1.2,0.1,-7.2,0.235,0.653,0.026,2018-19
2795,2464,Marcus Fizer,CHI,23,81.0,262.0,Iowa State,USA,2000,1,4,76,12.3,5.6,1.6,-8.2,0.26,0.482,0.116,2001-02
12290,12151,Marcus Garrett,MIA,23,77.0,205.0,Kansas,USA,,Undrafted,Undrafted,12,1.1,1.9,0.6,5.8,0.086,0.28,0.069,2021-22
10573,9098,Marcus Georges-Hunt,ORL,23,78.0,220.0,Georgia Tech,USA,,Undrafted,Undrafted,5,2.8,1.8,0.6,-25.0,0.124,0.614,0.13,2016-17
9021,2691,Marcus Haislip,MIL,22,82.0,230.0,Tennessee,USA,2002,1,13,39,4.1,1.4,0.2,-3.8,0.199,0.474,0.036,2002-03
10972,6110,Marcus Landry,BOS,24,79.0,230.0,Wisconsin,USA,,Undrafted,Undrafted,18,2.4,1.1,0.0,0.8,0.201,0.487,0.0,2009-10
2104,9057,Marcus Morris,DET,26,81.0,235.0,Kansas,USA,2011,1,14,80,14.1,5.1,2.5,1.8,0.184,0.531,0.107,2015-16
1367,11103,Marcus Morris Sr.,LAC,30,80.0,218.0,Kansas,USA,2011,1,14,62,16.7,5.0,1.4,1.5,0.216,0.57,0.066,2019-20
10999,9578,Marcus Paige,CHA,24,72.0,164.0,North Carolina,USA,2016,2,55,5,2.4,0.8,0.6,15.9,0.224,0.403,0.143,2017-18
2491,11430,Marcus Smart,BOS,27,75.0,220.0,Oklahoma State,USA,2014,1,6,48,13.1,3.5,5.7,2.8,0.179,0.539,0.227,2020-21
924,6916,Marcus Thornton,SAC,25,76.0,205.0,Louisiana State,USA,2009,2,43,51,18.7,3.7,1.9,-5.8,0.228,0.544,0.091,2011-12
11201,5165,Marcus Vinicius,NOH,24,80.0,225.0,,USA,2006,2,43,13,2.2,0.6,0.2,0.4,0.178,0.564,0.047,2007-08
6331,4826,Marcus Williams,NJN,21,75.0,205.0,Connecticut,USA,2006,1,22,79,6.8,2.1,3.3,-0.3,0.25,0.474,0.346,2006-07
7850,5636,Mardy Collins,LAC,24,78.0,220.0,Temple,USA,2006,1,29,48,5.2,2.2,2.3,-3.6,0.164,0.47,0.193,2008-09
10591,11105,Marial Shayok,PHI,24,77.0,198.0,Iowa State,Canada,2019,2,54,4,2.8,1.8,0.3,-23.2,0.243,0.4,0.053,2019-20
9257,523,Mario Bennett,LAL,24,81.0,235.0,Arizona State,USA,1995,1,27,45,3.9,2.8,0.4,5.0,0.201,0.573,0.084,1997-98
3826,9061,Mario Chalmers,MIA,30,74.0,190.0,Kansas,USA,2008,2,34,61,10.3,2.6,3.8,2.9,0.218,0.561,0.27,2015-16
3089,312,Mario Elie,HOU,33,77.0,210.0,American International,USA,1985,7,160,78,11.7,3.0,4.0,5.6,0.139,0.662,0.172,1996-97
4269,9589,Mario Hezonja,ORL,23,80.0,218.0,,Croatia,2015,1,5,75,9.6,3.7,1.4,-6.0,0.197,0.544,0.101,2017-18
10425,4137,Mario Kasun,ORL,26,85.0,260.0,,Croatia,2002,2,40,28,2.9,2.1,0.1,-4.3,0.199,0.506,0.024,2005-06
9525,6556,Mario West,NJN,27,77.0,210.0,Georgia Tech,USA,,Undrafted,Undrafted,6,3.7,1.8,1.7,0.0,0.101,0.474,0.123,2010-11
12701,1314,Mark Baker,TOR,29,73.0,175.0,Ohio State,USA,,Undrafted,Undrafted,1,0.0,0.0,0.0,-64.2,0.4,0.0,0.0,1998-99
2812,4717,Mark Blount,MIN,31,84.0,250.0,Pittsburgh,USA,1997,2,54,82,12.3,6.2,0.8,-6.0,0.199,0.546,0.045,2006-07
11824,313,Mark Bradtke,PHI,28,82.0,265.0,,USA,,Undrafted,Undrafted,36,1.6,1.9,0.2,0.9,0.118,0.463,0.043,1996-97
4425,314,Mark Bryant,PHX,32,81.0,245.0,Seton Hall,USA,1988,1,21,41,9.3,5.2,1.1,3.3,0.167,0.589,0.072,1996-97
4972,315,Mark Davis,PHI,24,79.0,210.0,Texas Tech,USA,1995,2,48,75,8.5,4.3,1.8,-7.4,0.177,0.525,0.125,1996-97
7537,1285,Mark Hendrickson,NJN,25,81.0,220.0,Washington State,USA,1996,2,31,22,5.5,3.1,0.6,-3.7,0.143,0.545,0.053,1998-99
4037,342,Mark Jackson,IND,32,75.0,185.0,St. John's (NY),USA,1987,1,18,82,9.9,4.8,11.4,-2.0,0.155,0.525,0.464,1996-97
11057,3531,Mark Jones,ORL,30,78.0,215.0,Central Florida,USA,2004,4,82,10,2.3,1.3,0.6,-0.4,0.133,0.325,0.075,2004-05
12090,1283,Mark Macon,DET,30,76.0,185.0,Temple,USA,1991,1,8,7,1.3,0.7,0.6,6.4,0.165,0.225,0.078,1998-99
9601,3417,Mark Madsen,MIN,28,81.0,245.0,Stanford,USA,2000,1,29,72,3.6,3.8,0.4,6.8,0.113,0.506,0.034,2003-04
10939,1851,Mark Pope,MIL,28,82.0,235.0,Kentucky,USA,1996,2,52,63,2.4,2.3,0.6,6.4,0.083,0.48,0.052,2000-01
3276,343,Mark Price,GSW,33,72.0,180.0,Georgia Tech,USA,1986,2,25,70,11.3,2.6,4.9,-3.1,0.192,0.597,0.289,1996-97
6305,515,Mark Strickland,MIA,27,82.0,220.0,Temple,USA,,Undrafted,Undrafted,51,6.8,4.2,0.5,1.3,0.189,0.571,0.052,1997-98
10033,370,Mark West,CLE,36,82.0,246.0,Old Dominion,USA,1983,2,30,70,3.2,2.7,0.3,3.5,0.137,0.555,0.034,1996-97
4700,12709,Mark Williams,CHA,21,84.0,240.0,Duke,USA,2022,1,15,43,9.0,7.1,0.4,-4.7,0.168,0.659,0.033,2022-23
7203,9067,Markel Brown,BKN,24,75.0,190.0,Oklahoma State,USA,2014,2,44,62,5.9,2.0,1.5,-11.5,0.187,0.5,0.142,2015-16
2157,12710,Markelle Fultz,ORL,25,76.0,209.0,Washington,USA,2017,1,1,60,14.0,3.9,5.7,-3.7,0.208,0.564,0.29,2022-23
1720,8195,Markieff Morris,PHX,25,82.0,245.0,Kansas,USA,2011,1,13,82,15.3,6.2,2.3,2.2,0.234,0.523,0.12,2014-15
9339,11086,Marko Guduric,MEM,25,78.0,201.0,,Serbia,,Undrafted,Undrafted,44,3.9,1.7,1.0,-2.6,0.168,0.514,0.127,2019-20
4046,3528,Marko Jaric,LAC,26,79.0,217.0,,Serbia,2000,2,30,50,9.9,3.2,6.1,1.3,0.166,0.5,0.287,2004-05
10508,512,Marko Milic,PHX,21,78.0,235.0,,Slovenia,1997,2,33,33,2.8,0.8,0.4,7.4,0.245,0.644,0.113,1997-98
11609,12156,Marko Simonovic,CHI,22,83.0,220.0,,Montenegro,2020,2,44,9,1.9,1.1,0.0,1.2,0.247,0.428,0.0,2021-22
9093,12157,Markus Howard,DEN,23,70.0,175.0,Marquette,USA,,Undrafted,Undrafted,31,4.1,0.4,0.2,-4.9,0.264,0.567,0.068,2021-22
11265,1277,Marlon Garnett,BOS,23,74.0,186.0,Santa Clara,USA,,Undrafted,Undrafted,24,2.1,0.9,0.8,-9.5,0.15,0.426,0.171,1998-99
12225,11687,Marques Bolden,CLE,23,82.0,249.0,Duke,USA,2019,Undrafted,Undrafted,6,1.2,1.0,0.0,12.3,0.136,0.537,0.0,2020-21
4480,11085,Marquese Chriss,GSW,22,81.0,240.0,Washington,USA,2016,1,8,59,9.3,6.2,1.9,-9.5,0.184,0.604,0.15,2019-20
2292,5642,Marquis Daniels,IND,28,78.0,200.0,Auburn,USA,,Undrafted,Undrafted,54,13.6,4.6,2.1,-1.0,0.213,0.491,0.106,2008-09
9555,9564,Marquis Teague,MEM,25,74.0,189.0,Kentucky,USA,2012,1,29,3,3.7,2.0,4.3,-19.7,0.121,0.302,0.241,2017-18
3764,8197,Marreese Speights,GSW,27,82.0,255.0,Florida,USA,2008,1,16,76,10.4,4.3,0.9,8.2,0.287,0.546,0.098,2014-15
11595,9090,Marshall Plumlee,NYK,24,84.0,250.0,Duke,USA,,Undrafted,Undrafted,21,1.9,2.4,0.5,-1.9,0.125,0.521,0.082,2016-17
3263,7501,Martell Webster,WAS,26,79.0,230.0,,USA,2005,1,6,76,11.4,3.9,1.9,-1.3,0.169,0.601,0.105,2012-13
11826,371,Martin Lewis,TOR,22,78.0,225.0,Seward County Community College,USA,1995,2,50,9,1.6,0.7,0.4,-3.5,0.135,0.47,0.125,1996-97
7334,487,Martin Muursepp,DAL,23,81.0,235.0,,USA,1996,1,25,41,5.7,2.8,0.7,-3.7,0.179,0.528,0.079,1997-98
5464,373,Marty Conlon,BOS,29,83.0,245.0,Providence,USA,,Undrafted,Undrafted,74,7.8,4.4,1.4,-9.0,0.167,0.542,0.101,1996-97
12732,4124,Martynas Andriuskevicius,CLE,20,86.0,240.0,,Lithuania,2005,2,44,6,0.0,0.7,0.0,37.1,0.042,0.0,0.0,2005-06
1853,10623,Marvin Bagley III,SAC,20,83.0,234.0,Duke,USA,2018,1,2,62,14.9,7.6,1.0,-3.2,0.237,0.562,0.06,2018-19
1875,5156,Marvin Williams,ATL,22,81.0,230.0,North Carolina,USA,2005,1,2,80,14.8,5.7,1.7,-2.4,0.203,0.54,0.083,2007-08
6378,12160,Mason Jones,LAL,23,76.0,200.0,Arkansas,USA,,Undrafted,Undrafted,4,6.8,2.5,1.0,22.8,0.18,0.625,0.129,2021-22
3602,12714,Mason Plumlee,LAC,33,84.0,254.0,Duke,USA,2013,1,22,79,10.8,8.9,3.1,-5.9,0.149,0.689,0.166,2022-23
7628,1849,Mateen Cleaves,DET,23,74.0,205.0,Michigan State,USA,2000,1,14,78,5.4,1.7,2.7,-2.4,0.205,0.458,0.281,2000-01
7415,12153,Matisse Thybulle,PHI,25,77.0,201.0,Washington,USA,2019,1,20,66,5.7,2.3,1.1,3.8,0.095,0.594,0.063,2021-22
3813,7499,Matt Barnes,LAC,33,79.0,226.0,UCLA,USA,2002,2,45,80,10.3,4.6,1.5,6.8,0.18,0.566,0.095,2012-13
5196,5611,Matt Bonner,SAS,29,82.0,240.0,Florida,USA,2003,2,45,81,8.2,4.8,1.0,9.1,0.148,0.611,0.064,2008-09
6127,460,Matt Bullard,HOU,31,82.0,235.0,Iowa,USA,,Undrafted,Undrafted,67,7.0,2.2,0.9,-3.1,0.167,0.581,0.082,1997-98
2884,4601,Matt Carroll,CHA,26,78.0,212.0,Notre Dame,USA,,Undrafted,Undrafted,72,12.1,2.9,1.3,-2.9,0.2,0.58,0.083,2006-07
12378,9568,Matt Costello,SAS,24,82.0,240.0,Michigan State,USA,,Undrafted,Undrafted,4,1.0,2.3,0.5,26.6,0.071,0.5,0.071,2017-18
12648,375,Matt Fish,MIA,27,83.0,235.0,North Carolina-Wilmington,USA,1992,2,50,6,0.3,0.8,0.0,-15.1,0.265,0.333,0.0,1996-97
9148,3522,Matt Freije,NOH,23,82.0,249.0,Vanderbilt,USA,2004,2,53,23,4.0,2.7,0.9,-9.9,0.159,0.356,0.079,2004-05
2311,1290,Matt Geiger,PHI,29,85.0,248.0,Georgia Tech,USA,1992,2,42,50,13.5,7.2,1.2,4.9,0.217,0.532,0.071,1998-99
1133,2648,Matt Harpring,UTA,27,79.0,231.0,Georgia Tech,USA,1998,1,15,78,17.6,6.6,1.7,5.2,0.237,0.588,0.095,2002-03
4346,377,Matt Maloney,HOU,25,75.0,200.0,Pennsylvania,USA,,Undrafted,Undrafted,82,9.4,2.0,3.7,6.3,0.147,0.585,0.188,1996-97
12621,11065,Matt Mooney,CLE,23,74.0,199.0,Texas Tech,USA,,Undrafted,Undrafted,4,0.5,0.8,0.3,17.5,0.08,0.25,0.071,2019-20
9679,12716,Matt Ryan,MIN,26,78.0,215.0,Tennessee-Chattanooga,USA,,Undrafted,Undrafted,34,3.6,0.8,0.5,2.2,0.157,0.538,0.068,2022-23
11911,378,Matt Steigenga,CHI,27,79.0,225.0,Michigan State,USA,1992,2,52,2,1.5,1.5,1.0,-19.8,0.341,0.307,0.333,1996-97
8231,11066,Matt Thomas,TOR,25,76.0,190.0,Iowa State,USA,,Undrafted,Undrafted,41,4.9,1.5,0.5,4.2,0.152,0.65,0.076,2019-20
12332,4227,Matt Walsh,MIA,23,78.0,220.0,Florida,USA,,Undrafted,Undrafted,2,1.0,0.0,0.0,-140.5,0.324,0.532,0.0,2005-06
11799,9569,Matt Williams Jr.,MIA,24,77.0,210.0,Central Florida,USA,,Undrafted,Undrafted,3,1.7,0.3,0.0,66.7,0.28,0.417,0.0,2017-18
5675,9076,Matthew Dellavedova,MIL,26,76.0,198.0,Saint Mary's (CA),Australia,,Undrafted,Undrafted,76,7.6,1.9,4.7,-1.1,0.161,0.501,0.259,2016-17
9414,6564,Maurice Ager,MIN,27,77.0,202.0,Michigan State,USA,2006,1,28,4,3.8,0.5,0.3,-12.9,0.216,0.682,0.063,2010-11
12728,3520,Maurice Baker,POR,25,74.0,200.0,Oklahoma State,USA,,Undrafted,Undrafted,5,0.0,0.4,0.2,27.3,0.05,0.0,0.077,2004-05
8914,3453,Maurice Carter,NOH,27,77.0,210.0,Louisiana State,USA,,Undrafted,Undrafted,10,4.2,1.1,0.4,1.8,0.222,0.479,0.07,2003-04
4723,5149,Maurice Evans,ORL,29,77.0,220.0,Texas,USA,,Undrafted,Undrafted,75,8.9,2.9,1.1,5.0,0.165,0.571,0.072,2007-08
4016,9077,Maurice Harkless,POR,24,81.0,220.0,St. John's (NY),USA,2012,1,15,77,10.0,4.4,1.1,3.4,0.151,0.57,0.056,2016-17
10212,9078,Maurice Ndour,NYK,25,81.0,200.0,Ohio U.,Senegal,,Undrafted,Undrafted,32,3.1,2.0,0.3,-1.4,0.145,0.503,0.037,2016-17
1252,1325,Maurice Taylor,LAC,23,81.0,260.0,Michigan,USA,1997,1,14,62,17.1,6.5,1.6,-13.4,0.25,0.492,0.085,1999-00
10237,12718,Max Christie,LAL,20,77.0,190.0,Michigan State,USA,2022,2,35,41,3.1,1.8,0.5,-7.1,0.1,0.566,0.054,2022-23
3242,12719,Max Strus,MIA,27,77.0,215.0,DePaul,USA,,Undrafted,Undrafted,80,11.5,3.2,2.1,-3.8,0.17,0.557,0.115,2022-23
4620,11070,Maxi Kleber,DAL,28,82.0,240.0,,Germany,,Undrafted,Undrafted,74,9.1,5.2,1.2,3.4,0.134,0.605,0.065,2019-20
8995,12721,McKinley Wright IV,DAL,24,71.0,192.0,Colorado,USA,,Undrafted,Undrafted,27,4.2,1.7,2.1,-14.9,0.16,0.536,0.275,2022-23
1063,4224,Mehmet Okur,UTA,27,83.0,249.0,,Turkey,2001,2,37,82,18.0,9.1,2.4,-2.7,0.236,0.554,0.126,2005-06
7235,379,Melvin Booker,GSW,24,74.0,185.0,Missouri,USA,,Undrafted,Undrafted,21,5.8,1.4,2.5,-3.8,0.144,0.536,0.196,1996-97
4111,4223,Melvin Ely,CHA,28,82.0,261.0,Fresno State,USA,2002,1,12,57,9.8,4.9,1.3,-3.6,0.205,0.55,0.1,2005-06
3639,12134,Melvin Frazier Jr.,OKC,25,77.0,215.0,Tulane,USA,2018,2,35,3,10.7,4.3,0.3,-38.8,0.191,0.313,0.013,2021-22
10740,4229,Melvin Sanders,SAS,25,77.0,210.0,Oklahoma State,USA,,Undrafted,Undrafted,16,2.6,1.4,0.2,-2.8,0.191,0.548,0.048,2005-06
7918,2246,Mengke Bateer,DEN,26,83.0,290.0,,China,,Undrafted,Undrafted,27,5.1,3.6,0.8,-7.6,0.198,0.469,0.096,2001-02
224,3515,Metta World Peace,IND,25,79.0,246.0,St. John's (NY),USA,1999,1,16,7,24.6,6.4,3.1,7.0,0.259,0.608,0.164,2004-05
5091,9065,Meyers Leonard,POR,24,85.0,245.0,Illinois,USA,2012,1,11,61,8.4,5.1,1.5,1.0,0.176,0.561,0.103,2015-16
9771,11073,Mfiondu Kabengele,LAC,22,81.0,250.0,Florida State,Canada,2019,1,27,12,3.5,0.9,0.2,0.8,0.242,0.614,0.05,2019-20
9245,12163,Micah Potter,DET,24,82.0,248.0,Wisconsin,USA,,Undrafted,Undrafted,3,4.0,3.0,0.0,-56.4,0.148,0.505,0.0,2021-22
829,6569,Michael Beasley,MIN,22,82.0,235.0,Kansas State,USA,2008,1,2,73,19.2,5.6,2.2,-5.6,0.284,0.51,0.118,2010-11
8029,2660,Michael Bradley,TOR,24,82.0,225.0,Villanova,USA,2001,1,17,67,5.0,6.1,1.0,-8.9,0.146,0.492,0.083,2002-03
11616,380,Michael Cage,PHI,35,81.0,248.0,San Diego State,USA,1984,1,14,82,1.8,3.9,0.5,-12.0,0.062,0.475,0.053,1996-97
1361,8070,Michael Carter-Williams,PHI,22,78.0,185.0,Syracuse,USA,2013,1,11,70,16.7,6.2,6.3,-9.1,0.256,0.48,0.292,2013-14
6482,455,Michael Curry,MIL,29,77.0,227.0,Georgia Southern,USA,,Undrafted,Undrafted,82,6.6,1.2,1.7,-3.9,0.134,0.548,0.117,1997-98
1013,1327,Michael Dickerson,VAN,25,77.0,190.0,Arizona,USA,1998,1,14,82,18.2,3.4,2.5,-6.1,0.23,0.53,0.121,1999-00
6133,1332,Michael Doleac,ORL,23,83.0,262.0,Utah,USA,1998,1,12,81,7.0,4.1,0.8,1.2,0.201,0.49,0.075,1999-00
354,1320,Michael Finley,DAL,27,79.0,215.0,Wisconsin,USA,1995,1,21,82,22.6,6.3,5.3,0.0,0.252,0.522,0.213,1999-00
12840,12469,Michael Foster Jr.,PHI,20,80.0,250.0,,USA,,Undrafted,Undrafted,1,0.0,0.0,0.0,-100.0,0.0,0.0,0.0,2022-23
11337,11075,Michael Frazier II,HOU,26,75.0,200.0,Florida,USA,,Undrafted,Undrafted,13,2.1,0.8,0.2,-16.0,0.115,0.384,0.021,2019-20
12641,9082,Michael Gbinije,DET,25,79.0,200.0,Syracuse,USA,2016,2,49,9,0.4,0.3,0.2,-1.8,0.157,0.184,0.087,2016-17
10506,383,Michael Hawkins,BOS,24,72.0,178.0,Xavier,USA,,Undrafted,Undrafted,29,2.8,1.1,2.2,-10.3,0.126,0.536,0.281,1996-97
35,384,Michael Jordan,CHI,34,78.0,216.0,North Carolina,USA,1984,1,3,82,29.6,5.9,4.3,13.4,0.331,0.567,0.208,1996-97
2648,9056,Michael Kidd-Gilchrist,CHA,22,79.0,232.0,Kentucky,USA,2012,1,2,7,12.7,6.4,1.3,15.2,0.179,0.603,0.069,2015-16
12688,452,Michael McDonald,CHH,29,82.0,232.0,New Orleans,USA,1995,2,55,1,0.0,1.0,0.0,-71.4,0.25,0.0,0.0,1997-98
2796,2646,Michael Olowokandi,LAC,28,84.0,270.0,Pacific,Nigeria,1998,1,1,36,12.3,9.1,1.3,-4.8,0.193,0.457,0.064,2002-03
872,11686,Michael Porter Jr.,DEN,23,82.0,218.0,Missouri,USA,2018,1,14,61,19.0,7.3,1.1,8.3,0.214,0.663,0.052,2020-21
124,4589,Michael Redd,MIL,27,78.0,215.0,Ohio State,USA,2000,2,43,53,26.7,3.7,2.3,-1.5,0.293,0.586,0.104,2006-07
10725,1843,Michael Ruffin,CHI,24,80.0,248.0,Tulsa,USA,1999,2,32,45,2.6,5.8,0.9,-7.0,0.091,0.48,0.07,2000-01
6576,385,Michael Smith,SAC,25,80.0,230.0,Providence,USA,1994,2,35,81,6.5,9.5,2.4,-1.8,0.11,0.545,0.112,1996-97
8447,461,Michael Stewart,SAC,23,82.0,230.0,California,USA,,Undrafted,Undrafted,81,4.6,6.6,0.8,-3.0,0.12,0.486,0.054,1997-98
5056,3563,Michael Sweetney,NYK,22,80.0,270.0,Georgetown,USA,2003,1,9,77,8.4,5.4,0.6,-2.3,0.2,0.592,0.05,2004-05
10711,449,Micheal Williams,MIN,31,74.0,175.0,Baylor,USA,1988,2,48,25,2.6,0.6,1.3,0.4,0.209,0.512,0.299,1997-98
8080,7533,Mickael Gelabale,MIN,30,79.0,215.0,,USA,2005,2,48,36,5.0,2.8,0.7,-4.8,0.118,0.605,0.064,2012-13
3407,4609,Mickael Pietrus,GSW,25,78.0,215.0,,France,2003,1,11,72,11.1,4.5,0.9,-3.2,0.172,0.59,0.049,2006-07
11219,7089,Mickell Gladness,GSW,25,83.0,220.0,Alabama A&M,USA,,Undrafted,Undrafted,26,2.2,2.2,0.2,-11.9,0.127,0.436,0.03,2011-12
699,12362,Mikal Bridges,BKN,26,78.0,209.0,Villanova,USA,2018,1,10,83,20.1,4.4,3.3,0.8,0.223,0.587,0.141,2022-23
6673,2666,Mike Batiste,MEM,25,80.0,225.0,Arizona State,USA,,Undrafted,Undrafted,75,6.4,3.4,0.7,-6.2,0.211,0.476,0.074,2002-03
521,4231,Mike Bibby,SAC,28,74.0,190.0,Arizona,USA,1998,1,2,82,21.1,2.9,5.4,2.0,0.252,0.554,0.244,2005-06
10603,386,Mike Brown,PHX,33,82.0,260.0,George Washington,USA,1985,3,69,6,2.7,4.2,0.8,1.7,0.109,0.488,0.089,1996-97
529,10570,Mike Conley,MEM,31,73.0,175.0,Ohio State,USA,2007,1,4,70,21.1,3.4,6.4,0.7,0.262,0.569,0.327,2018-19
843,5306,Mike Dunleavy,IND,27,81.0,230.0,Duke,USA,2002,1,3,82,19.1,5.2,3.5,1.0,0.218,0.605,0.158,2007-08
12336,4625,Mike Hall,WAS,23,80.0,230.0,George Washington,USA,,Undrafted,Undrafted,2,1.0,1.0,0.5,-20.7,0.125,0.25,0.1,2006-07
8959,8074,Mike Harris,UTA,31,78.0,242.0,Rice,USA,,Undrafted,Undrafted,20,4.2,1.7,0.3,1.7,0.161,0.576,0.037,2013-14
638,4247,Mike James,TOR,31,74.0,190.0,Duquesne,USA,,Undrafted,Undrafted,79,20.3,3.3,5.8,-2.3,0.25,0.583,0.276,2005-06
